METAPOPULATION MODEL results; Date=8/2/2023 Time=23:01:31
===========================================================
B10




   22 populations (22 included in summation)
 1000 replications;  Duration = 100
===========================================================

Local extinction duration (Duration = 100 time steps)

Population             Number of Time Steps
                   Minimum    -1 S.D.    Average    +1 S.D.    Maximum
 1 Pop 1.......        0.0       71.7       86.6      101.4      100.0
 2 Pop 2.......       23.0       71.9       81.8       91.8      100.0
 3 Pop 3.......        0.0       20.7       50.3       79.8       96.0
 4 Pop 4.......       91.0       91.2       94.7       98.1      100.0
 5 Pop 5.......        0.0       29.4       62.2       95.0      100.0
 6 Pop 6.......       33.0       71.2       80.7       90.1       97.0
 7 Pop 7.......        0.0       47.6       67.1       86.6       92.0
 8 Pop 8.......       91.0       92.2       95.9       99.7      100.0
 9 Pop 9.......        0.0       71.9       86.9      101.9      100.0
10 Pop 10......       34.0       84.6       93.5      102.4      100.0
11 Pop 11......        0.0       27.9       60.2       92.5      100.0
12 Pop 12......        0.0       45.4       71.7       98.0      100.0
13 Pop 13......        0.0       36.4       62.8       89.3      100.0
14 Pop 14......       91.0       91.3       94.7       98.1      100.0
15 Pop 15......       36.0       71.8       81.2       90.6       99.0
16 Pop 16......       91.0       91.2       94.7       98.1      100.0
17 17S3-T1.....       11.0       70.6       80.7       90.7      100.0
18 18S6-T1.....       32.0       70.6       80.6       90.7      100.0
19 19S7-T1.....       53.0       79.6       85.2       90.7      100.0
20 20S7-T1.....        8.0       71.7       81.1       90.5      100.0
21 21S7-T1.....       28.0       71.8       81.1       90.4      100.0
22 22S15-T1....       25.0       72.6       81.9       91.1      100.0
